Car Id,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
3323,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,97000,Diesel,Individual,Manual,Second Owner
3324,Tata Indigo LX Dicor,2008,70000,100000,Diesel,Individual,Manual,Third Owner
3325,Maruti Swift ZDi BSIV,2016,520000,41000,Diesel,Individual,Manual,First Owner
3326,Tata Indigo LS,2012,150000,90000,Diesel,Individual,Manual,First Owner
3327,Hyundai i10 Magna 1.1,2008,120000,90000,Petrol,Individual,Manual,First Owner
3328,Hyundai i20 Asta Option 1.2,2016,600000,25000,Petrol,Individual,Manual,First Owner
3329,Tata Xenon XT EX 4X4,2010,150000,70000,Diesel,Individual,Manual,Second Owner
3330,Volkswagen Vento Petrol Highline,2011,400000,60000,Petrol,Individual,Manual,First Owner
3331,Maruti Alto 800 LXI,2015,310000,30000,Petrol,Individual,Manual,Second Owner
3332,Maruti Baleno Alpha 1.2,2015,550000,30000,Petrol,Individual,Manual,First Owner
3333,Hyundai i20 Asta Option 1.4 CRDi,2016,550000,60000,Diesel,Individual,Manual,First Owner
3334,Hyundai Grand i10 CRDi Magna,2013,320000,73000,Diesel,Individual,Manual,First Owner
3335,Maruti 800 AC BSII,1992,50000,100000,Petrol,Individual,Manual,Fourth & Above Owner
3336,Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner
3337,Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner
3338,Maruti Vitara Brezza VDi Option,2017,700000,50000,Diesel,Individual,Manual,Second Owner
3339,Maruti Ertiga VDI,2012,700000,110000,Diesel,Individual,Manual,Second Owner
3340,Hyundai i20 1.4 Sportz,2017,655000,84000,Diesel,Dealer,Manual,First Owner
3341,Maruti Vitara Brezza VDi Option,2017,700000,50000,Diesel,Individual,Manual,Second Owner
3342,Chevrolet Beat LT LPG,2011,200000,110000,LPG,Individual,Manual,First Owner
3343,Renault Duster 85PS Diesel RxL Optional,2012,375000,150000,Diesel,Individual,Manual,First Owner
3344,Hyundai Verna 1.6 SX,2012,470000,109052,Diesel,Dealer,Manual,First Owner
3345,Maruti Ciaz VDi,2015,550000,90658,Diesel,Dealer,Manual,First Owner
3346,Honda Amaze VX i-DTEC,2014,500000,110000,Diesel,Individual,Manual,Second Owner
3347,Datsun GO T Option BSIV,2015,210000,25000,Petrol,Individual,Manual,First Owner
3348,Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,Petrol,Individual,Manual,First Owner
3349,Skoda Superb 1.8 TFSI MT,2010,300000,80000,Petrol,Individual,Manual,First Owner
3350,Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Individual,Manual,Third Owner
3351,Mercedes-Benz E-Class E250 Edition E,2013,1451000,81000,Diesel,Dealer,Automatic,First Owner
3352,Tata Safari Storme VX Varicor 400,2018,1085000,15000,Diesel,Individual,Manual,First Owner
3353,Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Dealer,Automatic,First Owner
3354,Honda WR-V i-VTEC VX,2017,700000,25552,Petrol,Dealer,Manual,Second Owner
3355,Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,First Owner
3356,Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Individual,Manual,First Owner
3357,Hyundai Elite i20 Asta Option CVT BSIV,2017,635000,25000,Petrol,Dealer,Automatic,First Owner
3358,Honda City S,2012,325000,40700,Petrol,Individual,Manual,First Owner
3359,Mahindra XUV500 AT W10 1.99 mHawk,2017,1150000,65500,Diesel,Dealer,Automatic,First Owner
3360,Tata Indigo GLE BSIII,2008,110000,42000,Petrol,Dealer,Manual,First Owner
3361,Honda City 1.5 V MT,2018,890000,8000,Petrol,Dealer,Manual,First Owner
3362,Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,Second Owner
3363,Chevrolet Beat PS,2014,170000,77000,Petrol,Individual,Manual,First Owner
3364,Maruti Ciaz ZXi Plus,2016,750000,6000,Petrol,Dealer,Manual,First Owner
3365,Hyundai EON 1.0 Era Plus,2017,280000,28838,Petrol,Individual,Manual,First Owner
3366,Maruti Baleno Alpha 1.2,2018,690000,11174,Petrol,Dealer,Manual,First Owner
3367,Tata Indigo GLS,2008,130000,120000,Petrol,Individual,Manual,First Owner
3368,Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,Second Owner
3369,Hyundai Santro Xing GLS,2007,85000,85000,Petrol,Individual,Manual,Second Owner
3370,Hyundai Elantra 2.0 SX AT,2018,1575000,10000,Petrol,Individual,Automatic,First Owner
3371,Nissan Sunny Diesel XV,2013,325000,105000,Diesel,Individual,Manual,First Owner
3372,Honda City 1.3 EXI,1998,85000,120000,Petrol,Individual,Manual,Second Owner
3373,Hyundai Verna 1.6 CRDI SX Option,2018,860000,30000,Diesel,Dealer,Manual,Second Owner
3374,Maruti S-Cross Sigma DDiS 200 SH,2017,690000,41000,Diesel,Individual,Manual,First Owner
3375,Hyundai Elantra CRDi S,2013,650000,54000,Diesel,Dealer,Manual,First Owner
3376,Chevrolet Sail LS ABS,2014,375000,40000,Diesel,Individual,Manual,First Owner
3377,Hyundai Verna 1.6 SX CRDi (O),2013,525000,71000,Diesel,Dealer,Manual,First Owner
3378,Maruti Eeco Smiles 5 Seater AC,2016,330000,72500,Petrol,Dealer,Manual,First Owner
3379,Maruti Eeco Smiles 5 Seater AC,2013,280000,76600,Petrol,Dealer,Manual,First Owner
3380,Maruti Swift ZXI,2014,470000,40000,Petrol,Individual,Manual,First Owner
3381,Volkswagen Polo Diesel Trendline 1.2L,2011,350000,110000,Diesel,Individual,Manual,First Owner
3382,Honda City 1.5 V Elegance,2012,480000,63000,Petrol,Dealer,Manual,First Owner
3383,Hyundai Verna 1.6 CRDi SX,2016,620000,60000,Diesel,Individual,Manual,First Owner
3384,Datsun GO T BSIV,2014,250000,58000,Petrol,Individual,Manual,First Owner
3385,Chevrolet Spark 1.0,2010,78692,80000,Petrol,Individual,Manual,Second Owner
3386,Hyundai i20 Magna Optional 1.4 CRDi,2012,350000,80000,Diesel,Individual,Manual,First Owner
3387,Maruti Wagon R LX Minor,2013,250000,70000,Petrol,Individual,Manual,Second Owner
3388,Hyundai i20 1.2 Sportz,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner
3389,Honda Mobilio S i DTEC,2016,640000,36000,Diesel,Individual,Manual,Second Owner
3390,Tata New Safari DICOR 2.2 EX 4x2,2008,220000,90000,Diesel,Individual,Manual,Second Owner
3391,Volkswagen Vento 1.5 TDI Highline,2015,465000,130000,Diesel,Individual,Manual,First Owner
3392,Maruti Swift Vdi BSIII,2010,229999,120000,Diesel,Individual,Manual,Second Owner
3393,Maruti Wagon R VXI BS IV,2018,425000,15000,Petrol,Individual,Manual,First Owner
3394,Tata Indica GLS BS IV,2008,95000,120000,Petrol,Individual,Manual,Third Owner
3395,Hyundai EON LPG Magna Plus,2012,170000,170000,LPG,Individual,Manual,Third Owner
3396,Datsun RediGO T Option,2016,229999,37500,Petrol,Individual,Manual,Second Owner
3397,Maruti 800 Std,1999,45000,50000,Petrol,Individual,Manual,Third Owner
3398,Maruti Grand Vitara MT,2007,479000,145000,Petrol,Individual,Manual,Third Owner
3399,Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000,Petrol,Individual,Manual,First Owner
3400,Hyundai EON Sportz,2016,340000,30000,Petrol,Individual,Manual,First Owner
3401,Maruti Swift Dzire ZXI,2016,620000,35000,Petrol,Individual,Manual,First Owner
3402,Tata Manza Club Class Quadrajet90 EX,2012,270000,60000,Diesel,Individual,Manual,First Owner
3403,Tata Tiago 1.05 Revotorq XZ Plus,2018,400000,35000,Diesel,Individual,Manual,First Owner
3404,Maruti Wagon R VXI Optional,2015,260000,40000,Petrol,Individual,Manual,First Owner
3405,Hyundai Santro LE zipPlus,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
3406,Tata Nano Twist XE,2015,100000,23800,Petrol,Individual,Manual,Second Owner
3407,Nissan Terrano XL Plus 85 PS,2015,490000,70000,Diesel,Individual,Manual,First Owner
3408,Maruti Wagon R Duo Lxi,2010,120000,90000,LPG,Individual,Manual,Second Owner
3409,Hyundai i10 Era,2008,125000,102000,Petrol,Individual,Manual,Second Owner
3410,Hyundai EON Era Plus,2013,160000,80000,Petrol,Individual,Manual,First Owner
3411,Maruti Alto 800 LXI,2019,190000,5000,Petrol,Individual,Manual,First Owner
3412,Tata Harrier XZ BSIV,2019,1700000,10000,Diesel,Individual,Manual,First Owner
3413,Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,First Owner
3414,Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,First Owner
3415,Toyota Corolla Altis 1.8 J,2008,400000,35000,Petrol,Individual,Manual,Second Owner
3416,Fiat Linea T Jet Plus,2011,500000,20000,Petrol,Individual,Manual,First Owner
3417,Toyota Fortuner 4x2 AT,2014,1800000,99000,Diesel,Individual,Automatic,First Owner
3418,Honda Civic 1.8 V MT,2008,320000,90000,Petrol,Individual,Manual,First Owner
3419,Honda Civic 1.8 S AT,2007,250000,47000,Petrol,Dealer,Automatic,First Owner
3420,Ford Figo Diesel Titanium,2010,105000,90000,Diesel,Individual,Manual,Third Owner
3421,Hyundai i20 Active 1.2 SX,2018,550000,20000,Petrol,Individual,Manual,First Owner
3422,Hyundai Grand i10 1.2 Kappa Sportz AT,2019,600000,1100,Petrol,Individual,Automatic,First Owner
3423,Maruti Alto 800 VXI,2020,210000,40000,Petrol,Individual,Manual,First Owner
3424,Maruti Alto 800 LXI Airbag,2012,210000,15000,Petrol,Individual,Manual,First Owner
3425,Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner
3426,Hyundai i10 Era 1.1,2008,125000,60000,Petrol,Individual,Manual,First Owner
3427,Maruti Celerio VXI,2016,380000,20000,Petrol,Individual,Manual,First Owner
3428,Maruti Baleno Delta 1.2,2019,600000,5000,Petrol,Individual,Manual,First Owner
3429,Maruti Swift VXI Deca,2016,490000,27000,Petrol,Individual,Manual,First Owner
3430,Maruti Swift Dzire LDI,2018,545000,38000,Diesel,Individual,Manual,Second Owner
3431,Maruti Wagon R VXI BS IV,2015,250000,25000,Petrol,Individual,Manual,First Owner
3432,Hyundai Venue SX Opt Turbo BSIV,2020,1050000,1100,Petrol,Individual,Manual,First Owner
3433,Maruti Wagon R LX Minor,2007,100000,100000,Petrol,Individual,Manual,First Owner
3434,Ford Figo Diesel ZXI,2014,250000,100000,Diesel,Individual,Manual,Second Owner
3435,Maruti Wagon R LX BSIII,2007,100000,110000,Petrol,Individual,Manual,First Owner
3436,Ford Figo 1.5D Ambiente ABS MT,2016,350000,60000,Diesel,Individual,Manual,Second Owner
3437,Renault Duster 110PS Diesel RxZ Plus,2012,370000,70000,Diesel,Individual,Manual,Second Owner
3438,Maruti Zen VXi - BS III,2004,121000,110000,Petrol,Individual,Manual,Second Owner
3439,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,Petrol,Dealer,Automatic,First Owner
3440,Maruti Ertiga SHVS VDI,2017,785000,24000,Diesel,Individual,Manual,First Owner
3441,Maruti Ciaz S 1.3,2018,850000,30000,Diesel,Individual,Manual,First Owner
3442,Maruti Wagon R VXI BS IV,2016,375000,30000,Petrol,Individual,Manual,Second Owner
3443,Maruti Baleno Alpha 1.2,2017,619000,40000,Petrol,Individual,Manual,First Owner
3444,Chevrolet Cruze LTZ,2011,335000,90000,Diesel,Individual,Manual,Second Owner
3445,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000,50000,Diesel,Individual,Manual,First Owner
3446,Maruti Wagon R LX,2003,60000,100000,Petrol,Individual,Manual,Second Owner
3447,Maruti Zen Estilo VXI BSIV,2010,130000,50000,Petrol,Individual,Manual,Second Owner
3448,Mahindra Ingenio CRDe,2015,210000,210000,Diesel,Individual,Manual,First Owner
3449,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,1900000,20000,Diesel,Individual,Manual,First Owner
3450,Tata Indigo TDI,2013,270000,70000,Diesel,Individual,Manual,Second Owner
3451,Maruti Wagon R LXI Minor,2010,225000,100000,Petrol,Individual,Manual,Second Owner
3452,Maruti SX4 ZXI MT BSIV,2011,150000,160000,Petrol,Individual,Manual,Second Owner
3453,Chevrolet Beat Diesel LT,2013,173000,70000,Diesel,Individual,Manual,First Owner
3454,BMW 5 Series 520d Luxury Line,2018,4800000,9422,Diesel,Individual,Automatic,First Owner
3455,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000,110000,Diesel,Individual,Automatic,First Owner
3456,Toyota Corolla Altis 1.8 GL,2019,1500000,20000,Petrol,Individual,Manual,First Owner
3457,Maruti Baleno Zeta 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner
3458,Maruti 800 AC BSIII,2008,58000,70000,Petrol,Individual,Manual,Second Owner
3459,Audi A4 1.8 TFSI,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner
3460,Mahindra Scorpio M2DI,2013,500000,150000,Diesel,Individual,Manual,First Owner
3461,Maruti Swift LXi BSIV,2009,120000,83000,Petrol,Individual,Manual,Second Owner
3462,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,300000,250000,Diesel,Individual,Manual,First Owner
3463,Hyundai EON Era Plus,2018,300000,30000,Petrol,Individual,Manual,First Owner
3464,Datsun GO Plus T Option BSIV,2015,295000,21000,Petrol,Individual,Manual,First Owner
3465,Maruti Ertiga VXI CNG,2018,587000,80000,CNG,Individual,Manual,First Owner
3466,Ambassador Grand 1800 ISZ MPFI PW CL,2012,430000,50000,Petrol,Individual,Manual,Second Owner
3467,Hyundai Verna i (Petrol),2007,123000,50000,Petrol,Individual,Manual,Second Owner
3468,Skoda Laura Ambiente 2.0 TDI CR AT,2012,450000,48500,Diesel,Individual,Automatic,Second Owner
3469,Maruti Wagon R LXI Minor,2007,130000,60000,Petrol,Individual,Manual,Third Owner
3470,Tata Indica Vista Aqua 1.4 TDI,2010,110000,90000,Diesel,Individual,Manual,Second Owner
3471,Mahindra Xylo Celebration Edition BSIV,2010,200000,240000,Diesel,Individual,Manual,Third Owner
3472,Hyundai Grand i10 Magna,2015,320000,70000,Petrol,Individual,Manual,Second Owner
3473,Maruti Wagon R LXI BS IV,2014,300000,50000,Petrol,Individual,Manual,First Owner
3474,Volkswagen CrossPolo 1.2 MPI,2016,350000,110000,Petrol,Individual,Manual,First Owner
3475,Maruti Ertiga VXI Petrol,2018,800000,50000,Petrol,Individual,Manual,First Owner
3476,Hyundai Xcent 1.1 CRDi S,2016,270000,175000,Diesel,Individual,Manual,First Owner
3477,Hyundai i20 1.2 Magna Executive,2017,540000,60000,Petrol,Individual,Manual,First Owner
3478,Maruti Wagon R LXI CNG,2011,160000,60000,CNG,Individual,Manual,Second Owner
3479,Maruti SX4 VDI,2013,340000,100000,Diesel,Individual,Manual,Second Owner
3480,Maruti Eeco 5 Seater AC BSIV,2017,350000,40000,Petrol,Individual,Manual,Second Owner
3481,Volkswagen Vento Diesel Style Limited Edition,2011,300000,100000,Diesel,Individual,Manual,First Owner
3482,Maruti Ritz VDi,2013,330000,63000,Diesel,Individual,Manual,First Owner
3483,Maruti Wagon R LXI CNG,2016,325000,80000,CNG,Individual,Manual,Second Owner
3484,Maruti Swift Dzire VDI,2013,250000,55000,Diesel,Individual,Manual,First Owner
3485,Maruti Swift Star VDI,2013,250000,55000,Diesel,Individual,Manual,First Owner
3486,Chevrolet Beat LT Option,2015,240000,60000,Petrol,Individual,Manual,First Owner
3487,Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,545000,5000,Petrol,Individual,Manual,First Owner
3488,Hyundai i10 Magna 1.1 iTech SE,2015,300000,48000,Petrol,Dealer,Manual,First Owner
3489,Chevrolet Beat LT,2010,130000,80000,Petrol,Individual,Manual,Second Owner
3490,Renault KWID RXT,2017,240000,50000,Petrol,Individual,Manual,First Owner
3491,Renault KWID 1.0 RXT Optional,2018,360000,15000,Petrol,Individual,Manual,First Owner
3492,Hyundai i20 1.4 CRDi Magna,2012,250000,70000,Diesel,Individual,Manual,First Owner
3493,Skoda Laura Elegance 2.0 TDI CR AT,2019,475000,105000,Diesel,Dealer,Automatic,First Owner
3494,Hyundai i20 Asta Option 1.4 CRDi,2016,600000,50000,Diesel,Individual,Manual,Second Owner
3495,Tata Indigo CR4,2010,150000,80000,Diesel,Individual,Manual,Second Owner
3496,Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000,50000,Diesel,Individual,Manual,First Owner
3497,Mahindra XUV500 W6 2WD,2016,1290000,5000,Diesel,Individual,Manual,First Owner
3498,Hyundai Santro Xing XG,2004,80000,58000,Petrol,Individual,Manual,First Owner
3499,Hyundai Grand i10 Sportz,2015,425000,12000,Petrol,Individual,Manual,First Owner
3500,Maruti Celerio ZXI AMT BSIV,2018,500000,10000,Petrol,Individual,Automatic,First Owner
3501,Hyundai Santro Xing GLS,2012,193000,45000,Petrol,Individual,Manual,Second Owner
3502,Honda City i VTEC V,2015,800000,10000,Petrol,Individual,Manual,First Owner
3503,Maruti Wagon R LXI Minor,2008,150000,50000,Petrol,Individual,Manual,First Owner
3504,Maruti 800 AC,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner
3505,Ford Figo Diesel EXI,2010,130000,100000,Diesel,Individual,Manual,Third Owner
3506,Ford Figo Diesel EXI,2012,280000,80000,Diesel,Individual,Manual,Second Owner
3507,Mahindra Xylo D2 BS IV,2011,229999,110000,Diesel,Individual,Manual,Second Owner
3508,Maruti Zen Estilo VXI BSIII,2008,80000,120000,Petrol,Individual,Manual,First Owner
3509,Tata Nano Cx BSIII,2010,70000,10000,Petrol,Individual,Manual,First Owner
3510,Maruti Ritz VDi,2013,240000,60000,Diesel,Individual,Manual,Second Owner
3511,Mahindra Xylo E8,2010,380000,72000,Diesel,Individual,Manual,Second Owner
3512,Maruti Ritz VDi,2013,240000,60000,Diesel,Individual,Manual,Second Owner
3513,Hyundai Santro Xing XO,2006,80000,110000,Petrol,Individual,Manual,First Owner
3514,Hyundai i10 Era,2013,265000,50000,Petrol,Individual,Manual,First Owner
3515,Hyundai EON Magna Plus Option,2018,320000,25000,Petrol,Individual,Manual,First Owner
3516,Nissan Terrano XL 110 PS,2014,500000,120000,Diesel,Individual,Manual,Third Owner
3517,Hyundai Creta 1.6 CRDi SX Option,2016,1300000,55000,Diesel,Individual,Manual,First Owner
3518,Mahindra Scorpio S11 BSIV,2018,1500000,35000,Diesel,Individual,Manual,First Owner
3519,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,110000,Diesel,Individual,Automatic,First Owner
3520,Mahindra XUV500 W6 2WD,2014,600000,80000,Diesel,Individual,Manual,Second Owner
3521,Tata Tiago 1.2 Revotron XT,2018,420000,80000,Petrol,Individual,Manual,First Owner
3522,Maruti Zen Estilo LXI BS IV,2009,140000,120000,Petrol,Individual,Manual,First Owner
3523,Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000,100000,Diesel,Individual,Manual,Second Owner
3524,Hyundai Santro Xing XL eRLX Euro III,2006,100000,60000,Petrol,Dealer,Manual,Second Owner
3525,Maruti Alto K10 VXI,2017,350000,25000,Petrol,Dealer,Manual,First Owner
3526,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,850000,19000,Petrol,Dealer,Manual,First Owner
3527,Maruti Alto LX,2008,140000,54000,Petrol,Dealer,Manual,First Owner
3528,Ford Aspire Titanium Plus BSIV,2015,550000,17100,Petrol,Dealer,Manual,Second Owner
3529,Hyundai Grand i10 Asta Option AT,2017,525000,19000,Petrol,Dealer,Automatic,First Owner
3530,Ford Ecosport 1.5 DV5 MT Titanium,2015,470000,146000,Diesel,Dealer,Manual,First Owner
3531,Ford Endeavour 3.0L 4X4 AT,2013,900000,98000,Diesel,Dealer,Automatic,First Owner
3532,Ford Endeavour 2.5L 4X2,2011,500000,224642,Diesel,Dealer,Manual,Second Owner
3533,Maruti Zen LXI,1998,80000,120000,Petrol,Individual,Manual,Second Owner
3534,Mahindra Verito 1.5 D2 BSIII,2011,175000,175000,Diesel,Individual,Manual,First Owner
3535,Mahindra XUV500 AT W10 AWD,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner
3536,Renault Duster 110PS Diesel RxZ,2017,800000,50000,Diesel,Individual,Manual,First Owner
3537,Datsun RediGO 1.0 S,2017,250000,15000,Petrol,Individual,Manual,First Owner
3538,Maruti Ignis 1.2 AMT Alpha BSIV,2018,700000,25000,Petrol,Individual,Automatic,First Owner
3539,Tata Nexon 1.5 Revotorq XM,2019,800000,25000,Diesel,Individual,Manual,First Owner
3540,Mahindra XUV500 W6 2WD,2013,660000,69000,Diesel,Individual,Manual,First Owner
3541,Maruti Swift VDI BSIV,2015,465000,60000,Diesel,Individual,Manual,Third Owner
3542,Mahindra Scorpio 2.6 CRDe,2006,180000,222435,Diesel,Individual,Manual,Second Owner
3543,Maruti Swift Dzire VDI,2017,600000,66000,Diesel,Individual,Manual,Third Owner
3544,Ford Fiesta 1.4 ZXi Duratec,2010,150000,110000,Petrol,Individual,Manual,First Owner
3545,Hyundai Verna 1.6 SX,2014,450000,78000,Diesel,Individual,Manual,Second Owner
3546,Hyundai Elite i20 Sportz Plus BSIV,2019,721000,10000,Petrol,Individual,Manual,First Owner
3547,Maruti Swift 1.2 DLX,2018,300000,35000,Petrol,Individual,Manual,First Owner
3548,Mahindra Scorpio BSIV,2019,1000000,10000,Diesel,Individual,Manual,First Owner
3549,Renault KWID RXT,2016,300000,40000,Petrol,Individual,Manual,First Owner
3550,Mahindra Scorpio LX,2013,450000,120000,Diesel,Individual,Manual,First Owner
3551,Maruti Esteem AX,1997,79000,70000,Petrol,Individual,Automatic,First Owner
3552,Ford Figo 1.5D Trend MT,2017,545000,40000,Diesel,Individual,Manual,First Owner
3553,Honda Amaze V Diesel BSIV,2018,844999,20000,Diesel,Individual,Manual,First Owner
3554,Skoda Rapid 1.5 TDI Ambition,2016,700000,93000,Diesel,Individual,Manual,First Owner
3555,Toyota Etios VD,2016,650000,159000,Diesel,Individual,Manual,First Owner
3556,Ford Ecosport 1.5 DV5 MT Titanium,2014,525000,75000,Diesel,Individual,Manual,Second Owner
3557,Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,101100,Diesel,Individual,Manual,Third Owner
3558,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,180000,66000,Diesel,Individual,Manual,First Owner
3559,Hyundai i10 Era,2012,280000,30000,Petrol,Individual,Manual,Second Owner
3560,Renault KWID 1.0 RXT Optional,2019,400000,10000,Petrol,Individual,Manual,First Owner
3561,Mahindra XUV500 W8 4WD,2012,625000,126000,Diesel,Individual,Manual,Second Owner
3562,Volkswagen Vento 1.5 TDI Highline,2015,535000,70000,Diesel,Individual,Manual,First Owner
3563,Maruti Swift VDI Optional,2017,459999,50000,Diesel,Individual,Manual,First Owner
3564,Mahindra Bolero DI,2010,300000,100000,Diesel,Individual,Manual,First Owner
3565,Honda Civic 1.8 V AT,2007,280000,60000,Petrol,Individual,Automatic,First Owner
3566,Honda Mobilio V i VTEC,2014,500000,70000,Petrol,Individual,Manual,First Owner
3567,Hyundai Creta 1.6 SX,2019,1200000,1200,Petrol,Individual,Manual,First Owner
3568,Renault KWID RXT,2016,300000,40000,Petrol,Individual,Manual,First Owner
3569,Tata Manza ELAN Quadrajet BS IV,2011,180000,80000,Diesel,Individual,Manual,Third Owner
3570,Hyundai i10 Sportz AT,2011,180000,134444,Petrol,Individual,Automatic,Second Owner
3571,Maruti Alto LXi,2009,78000,120000,Petrol,Individual,Manual,Second Owner
3572,Nissan Micra Diesel XV Premium,2011,160000,120000,Diesel,Individual,Manual,First Owner
3573,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,238000,Diesel,Individual,Manual,First Owner
3574,Maruti Wagon R LXI Minor,2008,110000,100000,Petrol,Individual,Manual,Second Owner
3575,Mahindra Bolero SLX 4WD BSIII,2011,450000,110000,Diesel,Individual,Manual,Second Owner
3576,Mahindra Scorpio S9 BSIV,2019,1350000,35000,Diesel,Individual,Manual,First Owner
3577,Honda City 1.3 DX,2003,120000,165000,Petrol,Individual,Manual,Second Owner
3578,Honda BR-V i-DTEC VX MT,2018,1040000,42000,Diesel,Individual,Manual,First Owner
3579,Hyundai Grand i10 CRDi Sportz,2014,390000,70000,Diesel,Individual,Manual,Second Owner
3580,Tata Nano Lx BSIII,2011,65000,60000,Petrol,Individual,Manual,Second Owner
3581,Volkswagen Polo Diesel Highline 1.2L,2013,320000,115000,Diesel,Individual,Manual,Third Owner
3582,Volkswagen Ameo 1.5 TDI Highline,2017,720000,70000,Diesel,Individual,Manual,First Owner
3583,Maruti Swift ZXI ABS,2007,220000,80000,Petrol,Individual,Manual,Second Owner
3584,Maruti Wagon R LXI BS IV,2011,225000,65000,Petrol,Dealer,Manual,First Owner
3585,Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000,150000,Diesel,Individual,Manual,Second Owner
3586,Toyota Etios GD,2015,434999,75000,Diesel,Dealer,Manual,Second Owner
3587,Ford Figo Diesel Titanium,2012,300000,63700,Diesel,Individual,Manual,First Owner
3588,Honda Amaze VX i-DTEC,2018,700000,74800,Diesel,Individual,Manual,First Owner
3589,Ford Endeavour 2.5L 4X2 MT,2009,500000,105000,Diesel,Individual,Manual,Second Owner
3590,Renault Duster 85PS Diesel RxE,2016,500000,40000,Diesel,Individual,Manual,First Owner
3591,Maruti Ritz LDi,2016,400000,90000,Diesel,Individual,Manual,Second Owner
3592,Toyota Corolla Altis D-4D J,2015,825000,75000,Diesel,Dealer,Manual,Second Owner
3593,Maruti Swift Dzire VDI,2018,720000,15000,Diesel,Individual,Manual,First Owner
3594,Maruti 800 AC Uniq,2009,110000,30000,Petrol,Individual,Manual,Second Owner
3595,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,100000,Diesel,Individual,Manual,Second Owner
3596,Mahindra Scorpio VLX 2WD AT BSIV,2009,275000,155000,Diesel,Individual,Automatic,Third Owner
3597,Land Rover Range Rover Evoque 2.2L Dynamic,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner
3598,Hyundai i20 1.4 Sportz,2017,740000,60000,Diesel,Individual,Manual,First Owner
3599,Maruti Baleno Alpha 1.3,2017,800000,90000,Diesel,Individual,Manual,First Owner
3600,Hyundai Verna CRDi 1.6 SX Option,2019,1100000,100000,Diesel,Individual,Manual,First Owner
3601,BMW X1 sDrive20d,2012,750000,100000,Diesel,Individual,Automatic,Second Owner
3602,Maruti Alto K10 2010-2014 VXI,2012,200000,90000,Petrol,Individual,Manual,Second Owner
3603,Tata Spacio SA 6 Seater,2009,210000,75000,Diesel,Individual,Manual,First Owner
3604,Maruti Swift VDI BSIV,2009,270000,120000,Diesel,Individual,Manual,Second Owner
3605,Toyota Etios 1.4 VXD,2016,630000,90000,Diesel,Individual,Manual,Second Owner
3606,Hyundai Xcent 1.2 Kappa S,2015,375000,55000,Petrol,Individual,Manual,First Owner
3607,Mahindra Xylo D2,2010,300000,70000,Diesel,Individual,Manual,First Owner
3608,Mahindra Bolero Power Plus SLX,2016,580000,95000,Diesel,Individual,Manual,Second Owner
3609,Hyundai Verna 1.4 CRDi,2014,550000,50000,Diesel,Individual,Manual,First Owner
3610,Maruti Ciaz ZDi Plus SHVS,2016,750000,50000,Diesel,Individual,Manual,First Owner
3611,Maruti Omni E MPI STD BS IV,2014,250000,60516,Petrol,Individual,Manual,First Owner
3612,Hyundai Verna 1.6 SX,2012,434999,235000,Diesel,Individual,Manual,Second Owner
